post_id,title,category,score,num_comments,author,url,collected_at
47637206,Show HN: Docking  Extensible Linux dock in Python,entertainment,26,19,edumucelli,https://docking.cc,20260409
47639779,"Show HN: sllm  Split a GPU node with other developers, unlimited tokens",technology,186,103,jrandolf,https://sllm.cloud,20260409
47633676,"Extra usage credit for Pro, Max, and Team plans",sports,64,62,angst,https://support.claude.com/en/articles/14246053-extra-usage-credit-for-pro-max-and-team-plans,20260409
47691860,Supply chain nightmare: How Rust will be attacked and how to mitigate attacks,technology,10,0,randomint64,https://kerkour.com/rust-supply-chain-nightmare,20260409
47655058,OpenAI's fall from grace as investors race to Anthropic,technology,216,151,1vuio0pswjnm7,https://www.latimes.com/business/story/2026-04-01/openais-shocking-fall-from-grace-as-investors-race-to-anthropic,20260409
47649117,Someone at BrowserStack is leaking users' email addresses,technology,390,103,m_km,https://shkspr.mobi/blog/2026/04/someone-at-browserstack-is-leaking-users-email-address/,20260409
47649811,"Japanese, French and Omani vessels cross Strait of Hormuz",technology,165,243,vrganj,https://japantoday.com/category/politics/japanese-french-and-omani-vessels-cross-the-strait-of-hormuz,20260409
47639567,Show HN: TurboQuant-WASM  Google's vector quantization in the browser,entertainment,165,7,teamchong,https://github.com/teamchong/turboquant-wasm,20260409
47700720,A hacker has allegedly breached one of China's supercomputers,technology,5,0,tamnd,https://www.cnn.com/2026/04/08/china/china-supercomputer-hackers-hnk-intl,20260409
47681453,"Sports bets on prediction markets ruled to be ""swaps,"" exempt from state laws",sports,19,6,nradov,https://arstechnica.com/tech-policy/2026/04/sports-bets-on-prediction-markets-ruled-to-be-swaps-exempt-from-state-laws/,20260409
47620933,Memo: A language that remembers only the last 12 lines of code,technology,59,36,notem,https://danieltemkin.com/Esolangs/Memo/,20260409
47641788,Iranian missile blitz takes down AWS data centers in Bahrain and Dubai,technology,188,164,lschueller,https://www.tomshardware.com/tech-industry/iranian-missile-blitz-takes-down-aws-data-centers-in-bahrain-and-dubai-amazon-declares-hard-down-status-for-multiple-zones,20260409
47632503,"Iran strikes leave Amazon availability zones ""hard down"" in Bahrain and Dubai",technology,248,123,upofadown,https://www.bigtechnology.com/p/iran-strikes-leave-amazon-availability,20260409
